2020 3 22 1
2020 3 23 0
2020 3 24 0
2020 3 25 0
2020 3 26 0
2020 3 27 1
2020 3 28 1
2020 3 29 0
2020 3 30 1
2020 3 31 0
2020 4 1 1
2020 4 2 2
2020 4 3 2
2020 4 4 1
2020 4 5 1
2020 4 6 0
2020 4 7 1
2020 4 8 2
2020 4 9 1
2020 4 10 0
2020 4 11 0
2020 4 12 0
2020 4 13 0
2020 4 14 1
2020 4 15 0
2020 4 16 1
2020 4 17 1
2020 4 18 0
2020 4 19 1
2020 4 20 0
2020 4 21 0
2020 4 22 0
2020 4 23 0
2020 4 24 2
2020 4 25 0
2020 4 26 1
2020 4 27 0
2020 4 28 0
2020 4 29 1
2020 4 30 0
2020 5 1 0
2020 5 2 0
2020 5 3 0
2020 5 4 0
2020 5 5 0
2020 5 6 0
2020 5 7 0
2020 5 8 1
2020 5 9 0
2020 5 10 0
2020 5 11 1
2020 5 12 0
2020 5 13 0
2020 5 14 0
2020 5 15 0
2020 5 16 0
2020 5 17 0
2020 5 18 0
2020 5 19 0
2020 5 20 0
2020 5 21 0
2020 5 22 0
2020 5 23 0
2020 5 24 0
2020 5 25 0
2020 5 26 0
2020 5 27 0
2020 5 28 0
2020 5 29 0
2020 5 30 0
2020 5 31 0
2020 6 1 0
2020 6 2 0
2020 6 3 0
2020 6 4 0
2020 6 5 0
2020 6 6 0
2020 6 7 0
2020 6 8 0
2020 6 9 0
2020 6 10 0
2020 6 11 0
2020 6 12 0
2020 6 13 0
2020 6 14 0
2020 6 15 0
2020 6 16 0
2020 6 17 0
2020 6 18 0
2020 6 19 0
2020 6 20 0
2020 6 21 0
2020 6 22 0
2020 6 23 1
2020 6 24 0
2020 6 25 0
2020 6 26 0
2020 6 27 0
2020 6 28 0
2020 6 29 0
2020 6 30 0
2020 7 1 0
2020 7 2 2
2020 7 3 0
2020 7 4 0
2020 7 5 0
2020 7 6 0
2020 7 7 0
2020 7 8 0
2020 7 9 0
2020 7 10 0
2020 7 11 0
2020 7 12 0
2020 7 13 0
2020 7 14 1
2020 7 15 1
2020 7 16 2
2020 7 17 2
2020 7 18 3
2020 7 19 4
2020 7 20 2
2020 7 21 1
2020 7 22 0
2020 7 23 1
2020 7 24 4
2020 7 25 10
2020 7 26 2
2020 7 27 3
2020 7 28 2
2020 7 29 5
2020 7 30 5
2020 7 31 3
2020 8 1 7
2020 8 2 2
2020 8 3 3
2020 8 4 3
2020 8 5 7
2020 8 6 2
2020 8 7 4
2020 8 8 3
2020 8 9 1
2020 8 10 2
2020 8 11 2
2020 8 12 2
2020 8 13 2
2020 8 14 4
2020 8 15 2
2020 8 16 1
2020 8 17 0
2020 8 18 2
2020 8 19 1
2020 8 20 2
2020 8 21 2
2020 8 22 2
2020 8 23 3
2020 8 24 3
2020 8 25 1
2020 8 26 0
2020 8 27 1
2020 8 28 2
2020 8 29 0
2020 8 30 0
2020 8 31 0
2020 9 1 0
2020 9 2 0
2020 9 3 1
2020 9 4 0
2020 9 5 0
2020 9 6 0
2020 9 7 0
2020 9 8 0
2020 9 9 0
2020 9 10 0
2020 9 11 0
2020 9 12 0
2020 9 13 0
2020 9 14 1
2020 9 15 0
2020 9 16 0
2020 9 17 0
2020 9 18 1
2020 9 19 0
2020 9 20 0
2020 9 21 0
2020 9 22 0
2020 9 23 0
2020 9 24 1
2020 9 25 1
2020 9 26 2
2020 9 27 1
2020 9 28 1
2020 9 29 0
2020 9 30 3
2020 10 1 0
2020 10 2 0
2020 10 3 1
2020 10 4 0
2020 10 5 3
2020 10 6 0
2020 10 7 0
2020 10 8 1
2020 10 9 1
2020 10 10 0
2020 10 11 0
2020 10 12 0
2020 10 13 1
2020 10 14 4
2020 10 15 0
2020 10 16 2
2020 10 17 2
2020 10 18 1
2020 10 19 0
2020 10 20 1
2020 10 21 11
2020 10 22 3
2020 10 23 6
2020 10 24 4
2020 10 25 5
2020 10 26 3
2020 10 27 9
2020 10 28 15
2020 10 29 31
2020 10 30 12
2020 10 31 13
2020 11 1 5
2020 11 2 0
2020 11 3 12
2020 11 4 6
2020 11 5 6
2020 11 6 8
2020 11 7 9
2020 11 8 6
2020 11 9 2
2020 11 10 1
2020 11 11 7
2020 11 12 6
2020 11 13 13
2020 11 14 12
2020 11 15 17
2020 11 16 3
2020 11 17 7
2020 11 18 24
2020 11 19 15
2020 11 20 13
2020 11 21 27
2020 11 22 13
2020 11 23 10
2020 11 24 7
2020 11 25 15
2020 11 26 14
2020 11 27 24
2020 11 28 15
2020 11 29 9
2020 11 30 7
2020 12 1 10
2020 12 2 10
2020 12 3 10
2020 12 4 5
2020 12 5 11
2020 12 6 12
2020 12 7 9
2020 12 8 12
2020 12 9 11
2020 12 10 13
2020 12 11 16
2020 12 12 22
2020 12 13 38
2020 12 14 27
2020 12 15 21
2020 12 16 32
2020 12 17 27
2020 12 18 26
2020 12 19 60
2020 12 20 111
2020 12 21 29
2020 12 22 13
2020 12 23 35
2020 12 24 27
2020 12 25 31
2020 12 26 28
2020 12 27 21
2020 12 28 19
2020 12 29 23
2020 12 30 32
2020 12 31 23
2021 1 1 27
2021 1 2 23
2021 1 3 27
2021 1 4 33
2021 1 5 51
2021 1 6 59
2021 1 7 66
2021 1 8 46
2021 1 9 80
2021 1 10 32
2021 1 11 52
2021 1 12 33
2021 1 13 37
2021 1 14 38
2021 1 15 35
2021 1 16 35
2021 1 17 34
2021 1 18 31
2021 1 19 22
2021 1 20 30
2021 1 21 29
2021 1 22 20
2021 1 23 16
2021 1 24 9
2021 1 25 21
2021 1 26 18
2021 1 27 18
2021 1 28 18
2021 1 29 12
2021 1 30 14
2021 1 31 9
2021 2 1 7
2021 2 2 9
2021 2 3 12
2021 2 4 9
2021 2 5 5
2021 2 6 10
2021 2 7 16
2021 2 8 3
2021 2 9 6
2021 2 10 7
2021 2 11 6
2021 2 12 10
2021 2 13 4
2021 2 14 3
2021 2 15 4
2021 2 16 5
2021 2 17 4
2021 2 18 2
2021 2 19 1
2021 2 20 2
2021 2 21 3
2021 2 22 4
2021 2 23 2
2021 2 24 2
2021 2 25 0
2021 2 26 4
2021 2 27 1
2021 2 28 5
2021 3 1 2
2021 3 2 2
2021 3 3 8
2021 3 4 10
2021 3 5 3
2021 3 6 9
2021 3 7 5
2021 3 8 3
2021 3 9 10
2021 3 10 16
2021 3 11 11
2021 3 12 8
2021 3 13 6
2021 3 14 2
2021 3 15 4
2021 3 16 5
2021 3 17 2
2021 3 18 8
2021 3 19 9
2021 3 20 4
2021 3 21 9
2021 3 22 7
2021 3 23 3
2021 3 24 5
2021 3 25 2
2021 3 26 5
2021 3 27 0
2021 3 28 3
2021 3 29 4
2021 3 30 25
2021 3 31 19
2021 4 1 10
2021 4 2 18
2021 4 3 20
2021 4 4 14
2021 4 5 7
2021 4 6 19
2021 4 7 23
2021 4 8 26
2021 4 9 39
2021 4 10 42
2021 4 11 42
2021 4 12 21
2021 4 13 17
2021 4 14 32
2021 4 15 46
2021 4 16 31
2021 4 17 53
2021 4 18 61
2021 4 19 30
2021 4 20 38
2021 4 21 58
2021 4 22 45
2021 4 23 62
2021 4 24 89
2021 4 25 65
2021 4 26 38
2021 4 27 47
